ID,family,genus,species,taxa,max_lat,min_lat,mid_lat,lat_range,max_size,min_depth,max_depth,midpoint_depth,hab_type
970,Astaridae,Astarte,montagui,Astarte_montagui,71.4,64.3,67.85,7.1,45,10,455,232.5,
971,Astaridae,Astarte,vernicosa,Astarte_vernicosa,76.4,71.4,73.9,5,20,20,250,135,
1184,Thraciidae,Asthenothaerus,diegensis,Asthenothaerus_diegensis,33.7,24.6,29.15,9.1,11,0,119,59.5,mud
650,Pinnidae,Atrina,maura,Atrina_maura,31.4,-3.7,13.85,35.1,175,0,4,2,
651,Pinnidae,Atrina,oldroydii,Atrina_oldroydii,34.1,-23.5,5.3,57.6,360,2,160,81,
652,Pinnidae,Atrina,texta,Atrina_texta,34.5,-0.8,16.85,35.3,265,128,150,139,
653,Pinnidae,Atrina,tuberculosa,Atrina_tuberculosa,31.5,-1,15.25,32.5,290,0,,0,
426,Mytilidae,Aulacomya,atra,Aulacomya_atra,-6.8,-27.5,-17.15,20.7,154,0,98,,
1513,Vesicomyidae,Austrogena,nerudai,Austrogena_nerudai,-7.8,-33.4,-20.6,25.6,40,339,800,569.5,organic-rich mud in the oxygen minimum zone
1199,Cuspidariidae,Austroneaera,semipellucida,Austroneaera_semipellucida,55,45.6,50.3,9.4,5,155,823,489,
245,Neilonellidae,Austrotindaria,gibbsii,Austrotindaria_gibbsii,51.4,45.5,48.45,5.9,13,1440,2189,1814.5,
624,Glycymerididae,Axinactis,delesserti,Axinactis_delesserti,24.6,9,16.8,15.6,45,8,33,20.5,
452,Glycymerididae,Axinactis,inaequalis,Axinactis_inaequalis,27.2,-6.9,10.15,34.1,46,0,35,,
962,Thyasiridae,Axinodon,redondoesis,Axinodon_redondoesis,48.3,33.8,41.05,14.5,3,120,330,225,
766,Thyasiridae,Axinopsida,serricata,Axinopsida_serricata,71.4,7.8,39.6,63.6,8,0,1250,625,
1337,Teredinidae,Bankia,bipennata,Bankia_bipennata,-2.2,-2.2,-2.2,0,13,0,0,,Wood
1338,Teredinidae,Bankia,carinata,Bankia_carinata,32.7,-2.7,15,35.4,7,0,0,,Wood
1339,Teredinidae,Bankia,cieba,Bankia_cieba,9,9,9,0,7,0,0,,Wood
1340,Teredinidae,Bankia,destructa,Bankia_destructa,23,-2.7,10.15,25.7,8,0,0,,Wood
1341,Teredinidae,Bankia,fimbriatula,Bankia_fimbriatula,9,9,9,0,7,0,0,,Wood
1342,Teredinidae,Bankia,gouldi,Bankia_gouldi,23,-2.7,10.15,25.7,9,0,0,,Wood
1573,Teredinidae,Bankia,martensi,Bankia_martensi,-32.7,-54.8,-43.75,22.1,8,0,95,,
1343,Teredinidae,Bankia,orcutti,Bankia_orcutti,27.9,-2.7,12.6,30.6,3,0,0,,Wood
1344,Teredinidae,Bankia,zeteki,Bankia_zeteki,22.6,-2.7,9.95,25.3,10,0,0,,Wood
595,Arcidae,Barbatia,alternata,Barbatia_alternata,31.4,-0.9,15.25,32.3,41,10,100,55,
596,Arcidae,Barbatia,illota,Barbatia_illota,31.4,-4.5,13.45,35.9,51,0,73,36.5,
597,Arcidae,Barbatia,lurida,Barbatia_lurida,31.4,-4,13.7,35.4,51,0,30,15,
269,Arcidae,Barbatia,reeveana,Barbatia_reeveana,33.7,-5.1,14.3,38.8,100,0,120,,0
1149,Pholadidae,Barnea,subtruncata,Barnea_subtruncata,44.6,-29,7.8,73.6,83,0,30,15,mud and soft rock
843,Basterotiidae,Basterotia,californica,Basterotia_californica,31.4,19.2,25.3,12.2,13,0,100,50,
844,Basterotiidae,Basterotia,obliqua,Basterotia_obliqua,27.9,-0.6,13.65,28.5,11,7,60,33.5,
845,Basterotiidae,Basterotia,panamica,Basterotia_panamica,31.4,-2.2,14.6,33.6,11,0,119,59.5,
846,Basterotiidae,Basterotia,peninsularis,Basterotia_peninsularis,31.4,-2.2,14.6,33.6,19,0,46,23,
